,valid_from,changeset_id,changeset_tags
14807,2014-07-24 11:48:30+02:00,24326886,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Weurt', 'created_by': 'JOSM/1.5 (7287 en)'}"
14808,2014-07-24 16:26:59+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14809,2014-07-24 21:14:45+02:00,24336206,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14810,2014-07-24 11:48:18+02:00,24326886,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Weurt', 'created_by': 'JOSM/1.5 (7287 en)'}"
14811,2014-07-24 16:22:27+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14812,2014-07-24 16:22:33+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14813,2014-07-24 16:24:37+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14814,2014-07-24 16:22:26+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14815,2014-07-24 16:21:58+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14816,2014-07-24 16:26:49+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14817,2014-07-24 16:27:19+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14818,2014-07-24 16:24:35+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14819,2014-07-24 11:47:48+02:00,24326886,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Weurt', 'created_by': 'JOSM/1.5 (7287 en)'}"
14820,2014-07-24 16:27:18+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14821,2014-07-24 16:23:48+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14822,2014-07-24 16:26:51+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14823,2014-07-24 16:22:06+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14824,2014-07-24 16:26:57+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14825,2014-07-24 16:22:07+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14826,2014-07-24 21:14:46+02:00,24336206,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14827,2014-07-24 16:21:28+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14828,2014-07-24 16:24:59+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14829,2014-07-24 21:14:49+02:00,24336206,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
14830,2014-07-24 16:22:36+02:00,24330029,"{'source': 'BAG 2014-07-24', 'comment': 'BAG Import Beuningen', 'created_by': 'JOSM/1.5 (7287 en)'}"
